GTS_USER_PROJECT_ID,GTS_USER_ID,GTS_USER_PROJECT_NAME,GTS_USER_PROJECT_SKILL_IDS,GTS_USER_PROJECT_START_DATE,GTS_USER_PROJECT_END_DATE,GTS_USER_TEAM_SIZE,GTS_PROJECT_DESCRIPTION,GTS_PROJECT_INSTITUTE_ID,GTS_PROJECT_COMPANY_ID
939,507,Network Security Assessment,6,3/21/2024,3/21/2024,5,Conducted audits and applied firewall and encryption strategies.,93,407
940,895,Mobile App Prototype Design,4,07-01-2024,07-01-2024,4,Prototyped a mobile app with a strong focus on UX and accessibility.,8,186
941,738,Content Marketing Campaign,9,05-04-2022,05-04-2022,6,"Created blog posts, videos, and infographics for a product launch.",78,75
942,119,Network Security Assessment,16,7/30/2024,7/30/2024,6,Conducted audits and applied firewall and encryption strategies.,47,217
943,442,Network Security Assessment,14,2/21/2024,2/21/2024,3,Conducted audits and applied firewall and encryption strategies.,36,347
944,100,Content Marketing Campaign,10,11/26/2020,11/26/2020,2,"Created blog posts, videos, and infographics for a product launch.",46,127
945,719,Content Marketing Campaign,7,10/15/2022,10/15/2022,8,"Created blog posts, videos, and infographics for a product launch.",59,253
946,569,Content Marketing Campaign,4,3/17/2020,3/17/2020,9,"Created blog posts, videos, and infographics for a product launch.",41,363
947,508,Network Security Assessment,20,11-03-2020,11-03-2020,5,Conducted audits and applied firewall and encryption strategies.,23,313
948,787,Mobile App Prototype Design,8,3/18/2024,3/18/2024,2,Prototyped a mobile app with a strong focus on UX and accessibility.,16,39
949,493,Mobile App Prototype Design,9,11-02-2024,11-02-2024,5,Prototyped a mobile app with a strong focus on UX and accessibility.,96,376
950,998,Mobile App Prototype Design,5,3/28/2024,3/28/2024,6,Prototyped a mobile app with a strong focus on UX and accessibility.,19,397
951,879,Cloud Architecture Design,12,12/21/2020,12/21/2020,9,Designed a scalable cloud system using AWS services for high uptime.,52,305
952,743,Content Marketing Campaign,10,6/16/2024,6/16/2024,6,"Created blog posts, videos, and infographics for a product launch.",87,47
953,123,Mobile App Prototype Design,5,1/16/2023,1/16/2023,7,Prototyped a mobile app with a strong focus on UX and accessibility.,27,164
954,84,E-commerce Website Development,3,8/16/2023,8/16/2023,1,Built a responsive web store with secure payments and user login.,53,265
955,525,Cloud Architecture Design,6,3/22/2023,3/22/2023,3,Designed a scalable cloud system using AWS services for high uptime.,77,157
956,805,Network Security Assessment,5,4/25/2023,4/25/2023,10,Conducted audits and applied firewall and encryption strategies.,1,400
957,109,Network Security Assessment,9,12/22/2020,12/22/2020,2,Conducted audits and applied firewall and encryption strategies.,77,326
958,218,Content Marketing Campaign,12,8/18/2024,8/18/2024,1,"Created blog posts, videos, and infographics for a product launch.",27,295
959,862,Mobile App Prototype Design,7,11/22/2023,11/22/2023,9,Prototyped a mobile app with a strong focus on UX and accessibility.,22,458
960,17,Cloud Architecture Design,19,12-02-2020,12-02-2020,5,Designed a scalable cloud system using AWS services for high uptime.,99,35
961,380,Content Marketing Campaign,4,7/13/2022,7/13/2022,3,"Created blog posts, videos, and infographics for a product launch.",55,351
962,626,E-commerce Website Development,2,11/26/2023,11/26/2023,8,Built a responsive web store with secure payments and user login.,61,373
963,718,Content Marketing Campaign,5,2/24/2020,2/24/2020,1,"Created blog posts, videos, and infographics for a product launch.",63,76
964,221,Cloud Architecture Design,15,7/17/2020,7/17/2020,1,Designed a scalable cloud system using AWS services for high uptime.,53,193
965,963,E-commerce Website Development,1,6/16/2022,6/16/2022,1,Built a responsive web store with secure payments and user login.,24,340
966,29,Project on AI for Healthcare,15,8/15/2020,8/15/2020,1,Developed a model for predicting health outcomes using machine learning.,13,50
967,260,E-commerce Website Development,5,9/14/2022,9/14/2022,10,Built a responsive web store with secure payments and user login.,18,199
968,167,Cloud Architecture Design,19,04-05-2022,04-05-2022,7,Designed a scalable cloud system using AWS services for high uptime.,94,363
969,952,Mobile App Prototype Design,14,5/26/2022,5/26/2022,4,Prototyped a mobile app with a strong focus on UX and accessibility.,6,392
970,98,Content Marketing Campaign,2,9/26/2021,9/26/2021,3,"Created blog posts, videos, and infographics for a product launch.",41,252
971,31,Content Marketing Campaign,18,7/29/2020,7/29/2020,8,"Created blog posts, videos, and infographics for a product launch.",85,277
972,887,Project on AI for Healthcare,14,06-03-2023,06-03-2023,5,Developed a model for predicting health outcomes using machine learning.,49,293
973,923,Network Security Assessment,5,12/13/2020,12/13/2020,1,Conducted audits and applied firewall and encryption strategies.,82,70
974,204,Network Security Assessment,18,7/28/2023,7/28/2023,7,Conducted audits and applied firewall and encryption strategies.,39,124
975,472,Mobile App Prototype Design,20,07-11-2020,07-11-2020,7,Prototyped a mobile app with a strong focus on UX and accessibility.,91,198
976,226,Content Marketing Campaign,19,04-05-2023,04-05-2023,9,"Created blog posts, videos, and infographics for a product launch.",49,184
977,804,Network Security Assessment,16,12/13/2022,12/13/2022,7,Conducted audits and applied firewall and encryption strategies.,15,460
978,964,Project on AI for Healthcare,16,2/28/2021,2/28/2021,4,Developed a model for predicting health outcomes using machine learning.,2,278
979,578,Project on AI for Healthcare,2,06-06-2023,06-06-2023,3,Developed a model for predicting health outcomes using machine learning.,48,148
980,181,Project on AI for Healthcare,19,10/18/2020,10/18/2020,3,Developed a model for predicting health outcomes using machine learning.,96,45
981,311,Project on AI for Healthcare,4,02-08-2020,02-08-2020,3,Developed a model for predicting health outcomes using machine learning.,29,37
982,872,Content Marketing Campaign,2,9/19/2021,9/19/2021,7,"Created blog posts, videos, and infographics for a product launch.",9,364
983,597,Content Marketing Campaign,12,12-08-2020,12-08-2020,3,"Created blog posts, videos, and infographics for a product launch.",91,439
984,165,E-commerce Website Development,18,11-08-2022,11-08-2022,7,Built a responsive web store with secure payments and user login.,80,335
985,253,Mobile App Prototype Design,14,2/27/2023,2/27/2023,8,Prototyped a mobile app with a strong focus on UX and accessibility.,45,428
986,960,Network Security Assessment,18,07-10-2024,07-10-2024,4,Conducted audits and applied firewall and encryption strategies.,15,123
987,514,Network Security Assessment,7,2/27/2021,2/27/2021,1,Conducted audits and applied firewall and encryption strategies.,69,476
988,609,Cloud Architecture Design,3,07-09-2020,07-09-2020,3,Designed a scalable cloud system using AWS services for high uptime.,37,392
989,571,Content Marketing Campaign,9,2/15/2024,2/15/2024,3,"Created blog posts, videos, and infographics for a product launch.",62,457
990,9,Network Security Assessment,16,03-09-2023,03-09-2023,7,Conducted audits and applied firewall and encryption strategies.,95,80
991,245,Cloud Architecture Design,19,11-02-2020,11-02-2020,8,Designed a scalable cloud system using AWS services for high uptime.,96,483
992,366,Content Marketing Campaign,10,05-05-2021,05-05-2021,5,"Created blog posts, videos, and infographics for a product launch.",53,474
993,98,Network Security Assessment,11,09-01-2023,09-01-2023,7,Conducted audits and applied firewall and encryption strategies.,1,227
994,404,Network Security Assessment,4,08-12-2020,08-12-2020,8,Conducted audits and applied firewall and encryption strategies.,67,197
995,865,Project on AI for Healthcare,2,05-01-2023,05-01-2023,5,Developed a model for predicting health outcomes using machine learning.,69,375
996,528,E-commerce Website Development,5,09-12-2022,09-12-2022,9,Built a responsive web store with secure payments and user login.,78,150
997,36,Network Security Assessment,13,12-08-2020,12-08-2020,3,Conducted audits and applied firewall and encryption strategies.,15,162
998,996,Cloud Architecture Design,17,08-05-2021,08-05-2021,6,Designed a scalable cloud system using AWS services for high uptime.,94,14
999,473,Network Security Assessment,7,10/27/2023,10/27/2023,9,Conducted audits and applied firewall and encryption strategies.,94,37
1000,291,Mobile App Prototype Design,13,7/13/2021,7/13/2021,8,Prototyped a mobile app with a strong focus on UX and accessibility.,100,56
