GTS_TRAINING_OFFER_ID,GTS_TRAINING_OFFER_POSTED_BY_ID,GTS_TRAINING_ID,GTS_TRAINER_ID,GTS_TRAINING_OFFER_STATUS,GTS_TRAINING_OFFER_START_DATE,GTS_TRAINING_OFFER_END_DATE,GTS_TRAINING_OFFER_TYPE,GTS_TRAINING_OFFER_MEDIUM,GTS_TRAINING_CENTER_ID,GTS_TRAINER_COUNTRY_CODE,GTS_TRAINER_CONTACT_NUMBER,GTS_TRAINING_OFFER_PREREQUISITE,GTS_TRAINING_VIDEO_ID
909,133,226,821,FALSE,03-10-2020,05-09-2020,Part-time,Hybrid,64,30,6564905867,Strong communication skills,5
910,791,798,765,FALSE,1/24/2020,3/24/2020,Self-paced,Offline,67,136,6305610934,Prior experience with Excel or spreadsheets,338
911,444,374,632,TRUE,03-03-2020,05-02-2020,Part-time,Offline,5,209,9547324604,Awareness of marketing strategies,268
912,301,520,557,FALSE,06-11-2020,08-10-2020,Full-time,Online,45,115,7322409500,Basic programming knowledge,121
913,555,236,997,TRUE,01-06-2020,03-06-2020,Part-time,Offline,18,218,9119743117,Basic programming knowledge,893
914,167,306,156,TRUE,05-08-2020,07-07-2020,Full-time,Offline,76,137,7973127112,Awareness of marketing strategies,626
915,955,20,956,FALSE,2/20/2020,4/20/2020,Part-time,Hybrid,67,235,7031733923,Understanding of data structures and algorithms,2
916,672,351,755,FALSE,5/16/2020,7/15/2020,Self-paced,Online,71,157,9937518031,Knowledge of HTML,238
917,616,267,566,TRUE,4/16/2020,6/15/2020,Part-time,Hybrid,48,68,9332606725,Completion of Intro to Python course,689
918,563,102,474,FALSE,04-11-2020,06-10-2020,Self-paced,Online,53,110,9228804287,CSS,386
919,426,853,757,FALSE,6/23/2020,8/22/2020,Full-time,Hybrid,53,73,8268642830,CSS,829
920,52,565,461,TRUE,04-01-2020,5/31/2020,Self-paced,Hybrid,70,242,8952301100,Strong communication skills,96
921,808,293,759,FALSE,5/29/2020,7/28/2020,Self-paced,Hybrid,5,155,8627422279,Experience in project coordination,855
922,160,960,591,FALSE,03-12-2020,05-11-2020,Full-time,Offline,40,27,9566143490,Familiarity with cloud tools,57
923,64,751,678,TRUE,02-05-2020,04-05-2020,Full-time,Offline,96,243,7876321322,Comfortable with remote collaboration tools,748
924,340,916,473,TRUE,3/21/2020,5/20/2020,Self-paced,Hybrid,3,204,9945250099,Strong communication skills,996
925,722,203,544,FALSE,5/27/2020,7/26/2020,Part-time,Hybrid,5,21,7252455275,No prerequisites required,605
926,636,252,201,FALSE,5/14/2020,7/13/2020,Part-time,Offline,71,146,6445496210,Passion for tech and innovation,753
927,294,806,702,FALSE,2/24/2020,4/24/2020,Full-time,Offline,5,209,8959208256,Understanding of data structures and algorithms,927
928,801,117,219,FALSE,2/19/2020,4/19/2020,Self-paced,Online,49,97,8688421850,Exposure to databases and SQL,507
929,275,282,289,TRUE,06-06-2020,08-05-2020,Full-time,Hybrid,46,88,7002560068,Completion of Intro to Python course,607
930,425,264,775,FALSE,1/23/2020,3/23/2020,Full-time,Hybrid,40,49,8703823309,Understanding of data structures and algorithms,821
931,290,777,241,TRUE,3/22/2020,5/21/2020,Full-time,Offline,18,114,6971878792,Awareness of marketing strategies,899
932,538,201,204,FALSE,02-02-2020,04-02-2020,Self-paced,Offline,92,126,8252574138,No prerequisites required,194
933,940,14,446,TRUE,2/17/2020,4/17/2020,Full-time,Hybrid,80,16,6134064247,Exposure to databases and SQL,113
934,180,869,384,TRUE,4/28/2020,6/27/2020,Part-time,Online,93,136,6735740320,Interest in cybersecurity,112
935,724,246,414,FALSE,3/29/2020,5/28/2020,Full-time,Online,54,44,9676797265,Strong communication skills,181
936,276,954,608,TRUE,01-11-2020,03-11-2020,Self-paced,Offline,24,216,8585291494,Prior experience with Excel or spreadsheets,860
937,95,490,719,TRUE,06-02-2020,08-01-2020,Self-paced,Hybrid,70,181,7170725380,Prior experience with Excel or spreadsheets,353
938,74,919,706,TRUE,05-05-2020,07-04-2020,Part-time,Online,43,176,9874619785,Completion of Intro to Python course,541
939,68,821,124,TRUE,3/15/2020,5/14/2020,Self-paced,Offline,69,77,6859131664,Previous coursework in networking fundamentals,702
940,557,395,133,TRUE,3/13/2020,05-12-2020,Full-time,Hybrid,75,240,7264099077,Knowledge of HTML,483
941,678,624,642,TRUE,06-09-2020,08-08-2020,Part-time,Online,51,138,6902360724,Familiarity with Agile or Scrum methodologies,354
942,253,944,787,FALSE,1/20/2020,3/20/2020,Full-time,Offline,66,35,8325769157,Familiarity with cloud tools,809
943,833,786,135,FALSE,5/16/2020,7/15/2020,Part-time,Offline,78,142,9096049727,Passion for tech and innovation,640
944,859,655,736,TRUE,05-02-2020,07-01-2020,Full-time,Online,92,13,9216520797,Previous coursework in networking fundamentals,690
945,280,158,792,FALSE,3/19/2020,5/18/2020,Full-time,Hybrid,25,73,9725699147,Bachelor's degree in a relevant field,632
946,837,681,448,TRUE,03-09-2020,05-08-2020,Part-time,Offline,96,163,6578468931,No prerequisites required,108
947,869,17,497,TRUE,6/20/2020,8/19/2020,Self-paced,Offline,26,81,9467055342,Understanding of data structures and algorithms,962
948,610,954,934,FALSE,04-07-2020,06-06-2020,Full-time,Hybrid,37,35,6870847039,and JavaScript,868
949,109,873,511,FALSE,3/17/2020,5/16/2020,Part-time,Offline,68,171,6477080977,Awareness of marketing strategies,275
950,498,185,978,TRUE,3/30/2020,5/29/2020,Part-time,Online,53,165,6193505074,Strong communication skills,653
951,243,602,605,TRUE,4/15/2020,6/14/2020,Self-paced,Online,30,240,8319533015,No prerequisites required,597
952,7,674,912,FALSE,3/27/2020,5/26/2020,Self-paced,Online,14,249,8132438741,Previous coursework in networking fundamentals,497
953,333,16,26,FALSE,04-06-2020,06-05-2020,Full-time,Hybrid,88,59,6087080516,No prerequisites required,15
954,708,771,969,TRUE,3/28/2020,5/27/2020,Full-time,Offline,54,218,7309098419,Strong communication skills,691
955,749,803,369,TRUE,5/24/2020,7/23/2020,Full-time,Offline,74,125,6689804464,Knowledge of HTML,995
956,617,555,997,TRUE,1/28/2020,3/28/2020,Self-paced,Offline,73,95,8665085623,Basic understanding of machine learning concepts,185
957,690,813,364,FALSE,06-09-2020,08-08-2020,Self-paced,Hybrid,82,119,8723573417,Understanding of data structures and algorithms,147
958,325,634,351,TRUE,1/23/2020,3/23/2020,Self-paced,Offline,22,41,8775905833,Completion of Intro to Python course,720
959,928,355,243,TRUE,4/27/2020,6/26/2020,Full-time,Offline,33,191,6717400305,Passion for tech and innovation,720
960,306,357,912,FALSE,5/15/2020,7/14/2020,Full-time,Offline,88,51,7883731712,Interest in cybersecurity,271
961,227,856,13,FALSE,1/27/2020,3/27/2020,Part-time,Hybrid,20,34,7799893328,Passion for tech and innovation,381
962,866,689,90,TRUE,2/13/2020,4/13/2020,Part-time,Hybrid,27,241,8767604668,Completion of Intro to Python course,525
963,998,156,87,TRUE,3/23/2020,5/22/2020,Self-paced,Offline,11,61,7899495857,Comfortable with remote collaboration tools,990
964,361,707,871,TRUE,5/25/2020,7/24/2020,Self-paced,Offline,62,34,9251606661,Knowledge of HTML,618
965,170,538,52,TRUE,02-06-2020,04-06-2020,Full-time,Hybrid,44,206,6585350073,Previous coursework in networking fundamentals,725
966,989,306,364,FALSE,2/22/2020,4/22/2020,Part-time,Offline,64,5,7374041142,Bachelor's degree in a relevant field,241
967,593,547,861,FALSE,03-01-2020,4/30/2020,Full-time,Hybrid,92,212,8059159099,Basic programming knowledge,681
968,819,221,862,TRUE,6/23/2020,8/22/2020,Part-time,Online,9,123,9398732210,Comfortable with remote collaboration tools,546
969,545,991,651,TRUE,02-05-2020,04-05-2020,Self-paced,Offline,45,197,8795775659,Awareness of marketing strategies,840
970,386,588,258,TRUE,5/18/2020,7/17/2020,Self-paced,Hybrid,65,30,7423256830,Strong communication skills,498
971,563,955,790,FALSE,4/21/2020,6/20/2020,Full-time,Hybrid,75,163,6102402427,Comfortable with remote collaboration tools,121
972,95,670,863,TRUE,4/27/2020,6/26/2020,Part-time,Hybrid,79,111,7663953895,Willingness to learn new technologies,71
973,902,857,645,FALSE,05-12-2020,07-11-2020,Part-time,Online,70,60,7253521883,Portfolio of design projects (for UI/UX),224
974,473,658,253,TRUE,3/15/2020,5/14/2020,Full-time,Offline,49,61,6611696101,Awareness of marketing strategies,179
975,376,655,384,TRUE,4/21/2020,6/20/2020,Self-paced,Hybrid,5,96,6722069398,Understanding of data structures and algorithms,25
976,342,413,451,FALSE,3/25/2020,5/24/2020,Self-paced,Online,90,216,7109420459,Bachelor's degree in a relevant field,408
977,122,620,711,FALSE,02-04-2020,04-04-2020,Part-time,Online,80,158,7325890358,Understanding of data structures and algorithms,430
978,989,284,48,FALSE,2/28/2020,4/28/2020,Self-paced,Hybrid,76,160,7751916982,Comfortable with remote collaboration tools,428
979,476,889,627,TRUE,1/27/2020,3/27/2020,Part-time,Offline,55,170,8401339394,Comfortable with remote collaboration tools,693
980,14,463,356,FALSE,03-05-2020,05-04-2020,Self-paced,Hybrid,58,198,9209402453,CSS,44
981,596,465,205,TRUE,03-11-2020,05-10-2020,Part-time,Online,77,195,9278588904,Willingness to learn new technologies,115
982,911,415,342,TRUE,5/15/2020,7/14/2020,Self-paced,Offline,93,143,7288748889,Previous coursework in networking fundamentals,414
983,483,747,904,TRUE,06-12-2020,08-11-2020,Part-time,Offline,45,108,8201586781,Familiarity with Agile or Scrum methodologies,835
984,745,640,125,FALSE,2/24/2020,4/24/2020,Part-time,Online,39,201,9588145428,and JavaScript,154
985,387,414,304,TRUE,5/16/2020,7/15/2020,Part-time,Online,94,116,7923158951,Familiarity with Agile or Scrum methodologies,922
986,76,117,947,FALSE,02-08-2020,04-08-2020,Self-paced,Hybrid,19,31,6796690472,CSS,534
987,602,879,218,FALSE,5/28/2020,7/27/2020,Full-time,Offline,68,8,6582209618,Bachelor's degree in a relevant field,600
988,153,846,881,TRUE,05-12-2020,07-11-2020,Full-time,Hybrid,28,87,7254487333,Familiarity with Agile or Scrum methodologies,134
989,821,37,271,TRUE,3/19/2020,5/18/2020,Self-paced,Offline,19,180,9822075521,Prior experience with Excel or spreadsheets,273
990,97,270,554,TRUE,05-08-2020,07-07-2020,Self-paced,Online,66,120,7892874787,Previous coursework in networking fundamentals,919
991,977,567,993,TRUE,05-02-2020,07-01-2020,Part-time,Online,71,107,7126743923,Basic programming knowledge,122
992,811,579,418,FALSE,04-10-2020,06-09-2020,Self-paced,Offline,46,199,8764028257,Awareness of marketing strategies,391
993,366,313,784,TRUE,06-03-2020,08-02-2020,Part-time,Offline,14,71,8146196289,and JavaScript,995
994,70,144,942,TRUE,1/20/2020,3/20/2020,Self-paced,Offline,35,31,7588157073,Experience in project coordination,537
995,286,71,479,FALSE,05-09-2020,07-08-2020,Full-time,Hybrid,41,97,8190580003,Basic understanding of machine learning concepts,556
996,479,994,368,TRUE,4/19/2020,6/18/2020,Part-time,Online,50,121,8673398331,Knowledge of HTML,735
997,946,830,456,FALSE,3/13/2020,05-12-2020,Self-paced,Online,68,144,7629531304,Bachelor's degree in a relevant field,706
998,590,957,728,FALSE,05-02-2020,07-01-2020,Part-time,Online,79,141,7757604275,Basic understanding of machine learning concepts,732
999,16,403,222,FALSE,2/22/2020,4/22/2020,Part-time,Hybrid,98,191,9588946650,Interest in cybersecurity,670
1000,164,721,305,TRUE,04-06-2020,06-05-2020,Self-paced,Online,66,10,8402268309,Passion for tech and innovation,371
