GTS_JOB_APPLICATION_ID,GTS_APPLIED_JOB_ID,GTS_JOB_APPLICATION_DATE,GTS_APPLICANT_ID,GTS_APPLICANT_PROPOSAL,GTS_JOB_APPLICATION_STATUS,GTS_JOB_APPLICATION_UPDATED_DATE,GTS_JOB_APPLICATION_IS_ACTIVE,GTS_JOB_REVIEWED_DATE,GTS_JOB_SHORTLISTED_DATE,GTS_JOB_PROPOSED_FOR_INTERVIEW_DATE,GTS_JOB_REJECTED_DATE,GTS_JOB_SELECTED_DATE,GTS_JOB_OFFERED_DATE,IS_FRAUD_JOB
717,434,01-12-2024,874,Looking forward to bringing my expertise to your organization.,Reviewed,01-12-2024,TRUE,01-12-2024,,,,,,FALSE
718,229,2/28/2025,656,I am eager to contribute my skills to this role.,Selected,2/28/2025,FALSE,2/28/2025,2/28/2025,2/28/2025,,2/28/2025,,FALSE
719,134,04-02-2025,425,I am passionate about this role and ready to make an impact.,Shortlisted,04-02-2025,FALSE,04-02-2025,04-02-2025,,,,,FALSE
720,588,07-01-2023,155,Looking forward to bringing my expertise to your organization.,Rejected,07-01-2023,FALSE,07-01-2023,07-01-2023,07-01-2023,07-01-2023,,,FALSE
721,319,5/27/2023,379,"With my background, I believe I am a strong fit for this position.",Selected,5/27/2023,FALSE,5/27/2023,5/27/2023,5/27/2023,,5/27/2023,,FALSE
722,910,11/27/2024,741,"With my background, I believe I am a strong fit for this position.",Offered,11/27/2024,TRUE,11/27/2024,11/27/2024,11/27/2024,,11/27/2024,11/27/2024,FALSE
723,997,4/26/2024,265,I am eager to contribute my skills to this role.,Selected,4/26/2024,TRUE,4/26/2024,4/26/2024,4/26/2024,,4/26/2024,,FALSE
724,112,6/13/2023,725,I am eager to contribute my skills to this role.,Rejected,6/13/2023,TRUE,6/13/2023,6/13/2023,6/13/2023,6/13/2023,,,FALSE
725,302,01-11-2023,100,Looking forward to bringing my expertise to your organization.,Rejected,01-11-2023,TRUE,01-11-2023,01-11-2023,01-11-2023,01-11-2023,,,FALSE
726,51,6/21/2023,207,Looking forward to bringing my expertise to your organization.,Shortlisted,6/21/2023,FALSE,6/21/2023,6/21/2023,,,,,FALSE
727,46,5/16/2024,736,I am eager to contribute my skills to this role.,Reviewed,5/16/2024,FALSE,5/16/2024,,,,,,FALSE
728,937,05-02-2023,472,"With my background, I believe I am a strong fit for this position.",Pending,05-02-2023,FALSE,,,,,,,FALSE
729,820,04-06-2025,419,I am passionate about this role and ready to make an impact.,Pending,04-06-2025,FALSE,,,,,,,FALSE
730,769,6/29/2023,35,I am passionate about this role and ready to make an impact.,Interview Proposed,6/29/2023,TRUE,6/29/2023,6/29/2023,6/29/2023,,,,FALSE
731,291,03-08-2024,225,I am passionate about this role and ready to make an impact.,Selected,03-08-2024,TRUE,03-08-2024,03-08-2024,03-08-2024,,03-08-2024,,FALSE
732,689,5/23/2024,429,Looking forward to bringing my expertise to your organization.,Shortlisted,5/23/2024,TRUE,5/23/2024,5/23/2024,,,,,FALSE
733,305,6/23/2024,453,"With my background, I believe I am a strong fit for this position.",Offered,6/23/2024,FALSE,6/23/2024,6/23/2024,6/23/2024,,6/23/2024,6/23/2024,FALSE
734,192,08-02-2024,729,"With my background, I believe I am a strong fit for this position.",Interview Proposed,08-02-2024,TRUE,08-02-2024,08-02-2024,08-02-2024,,,,FALSE
735,726,4/14/2023,279,"With my background, I believe I am a strong fit for this position.",Shortlisted,4/14/2023,FALSE,4/14/2023,4/14/2023,,,,,FALSE
736,590,04-11-2023,827,Looking forward to bringing my expertise to your organization.,Selected,04-11-2023,FALSE,04-11-2023,04-11-2023,04-11-2023,,04-11-2023,,TRUE
737,791,6/28/2024,932,I am eager to contribute my skills to this role.,Rejected,6/28/2024,TRUE,6/28/2024,6/28/2024,6/28/2024,6/28/2024,,,TRUE
738,344,12-05-2023,163,I am eager to contribute my skills to this role.,Reviewed,12-05-2023,FALSE,12-05-2023,,,,,,FALSE
739,834,10-07-2023,414,Looking forward to bringing my expertise to your organization.,Interview Proposed,10-07-2023,TRUE,10-07-2023,10-07-2023,10-07-2023,,,,FALSE
740,246,02-08-2023,606,I am passionate about this role and ready to make an impact.,Rejected,02-08-2023,TRUE,02-08-2023,02-08-2023,02-08-2023,02-08-2023,,,FALSE
741,861,8/25/2024,742,"With my background, I believe I am a strong fit for this position.",Interview Proposed,8/25/2024,TRUE,8/25/2024,8/25/2024,8/25/2024,,,,FALSE
742,279,03-07-2025,84,I am eager to contribute my skills to this role.,Offered,03-07-2025,TRUE,03-07-2025,03-07-2025,03-07-2025,,03-07-2025,03-07-2025,FALSE
743,475,9/17/2023,177,I am eager to contribute my skills to this role.,Offered,9/17/2023,TRUE,9/17/2023,9/17/2023,9/17/2023,,9/17/2023,9/17/2023,TRUE
744,955,4/27/2024,717,Looking forward to bringing my expertise to your organization.,Offered,4/27/2024,TRUE,4/27/2024,4/27/2024,4/27/2024,,4/27/2024,4/27/2024,FALSE
745,126,5/21/2024,553,I am passionate about this role and ready to make an impact.,Pending,5/21/2024,FALSE,,,,,,,FALSE
746,526,12/20/2024,262,I am eager to contribute my skills to this role.,Pending,12/20/2024,TRUE,,,,,,,FALSE
747,691,1/15/2023,669,I am eager to contribute my skills to this role.,Pending,1/15/2023,TRUE,,,,,,,FALSE
748,358,2/20/2025,158,Looking forward to bringing my expertise to your organization.,Rejected,2/20/2025,FALSE,2/20/2025,2/20/2025,2/20/2025,2/20/2025,,,FALSE
749,115,7/24/2024,403,Looking forward to bringing my expertise to your organization.,Offered,7/24/2024,FALSE,7/24/2024,7/24/2024,7/24/2024,,7/24/2024,7/24/2024,FALSE
750,619,8/28/2023,909,Looking forward to bringing my expertise to your organization.,Offered,8/28/2023,TRUE,8/28/2023,8/28/2023,8/28/2023,,8/28/2023,8/28/2023,FALSE
751,715,2/25/2024,479,I am eager to contribute my skills to this role.,Reviewed,2/25/2024,TRUE,2/25/2024,,,,,,FALSE
752,690,3/13/2025,22,"With my background, I believe I am a strong fit for this position.",Offered,3/13/2025,FALSE,3/13/2025,3/13/2025,3/13/2025,,3/13/2025,3/13/2025,FALSE
753,974,11/30/2023,300,I am eager to contribute my skills to this role.,Offered,11/30/2023,TRUE,11/30/2023,11/30/2023,11/30/2023,,11/30/2023,11/30/2023,FALSE
754,189,06-03-2023,449,I am eager to contribute my skills to this role.,Reviewed,06-03-2023,FALSE,06-03-2023,,,,,,FALSE
755,230,5/23/2024,395,I am passionate about this role and ready to make an impact.,Pending,5/23/2024,FALSE,,,,,,,FALSE
756,760,04-03-2023,744,"With my background, I believe I am a strong fit for this position.",Interview Proposed,04-03-2023,FALSE,04-03-2023,04-03-2023,04-03-2023,,,,FALSE
757,55,02-12-2024,749,I am passionate about this role and ready to make an impact.,Pending,02-12-2024,FALSE,,,,,,,FALSE
758,673,2/16/2023,12,Looking forward to bringing my expertise to your organization.,Selected,2/16/2023,FALSE,2/16/2023,2/16/2023,2/16/2023,,2/16/2023,,FALSE
759,412,03-11-2023,11,I am eager to contribute my skills to this role.,Offered,03-11-2023,TRUE,03-11-2023,03-11-2023,03-11-2023,,03-11-2023,03-11-2023,FALSE
760,168,12-03-2023,862,Looking forward to bringing my expertise to your organization.,Rejected,12-03-2023,TRUE,12-03-2023,12-03-2023,12-03-2023,12-03-2023,,,FALSE
761,884,5/28/2024,684,I am passionate about this role and ready to make an impact.,Rejected,5/28/2024,FALSE,5/28/2024,5/28/2024,5/28/2024,5/28/2024,,,FALSE
762,683,2/13/2023,953,Looking forward to bringing my expertise to your organization.,Pending,2/13/2023,TRUE,,,,,,,FALSE
763,681,5/31/2023,326,"With my background, I believe I am a strong fit for this position.",Shortlisted,5/31/2023,TRUE,5/31/2023,5/31/2023,,,,,FALSE
764,538,8/20/2023,975,I am eager to contribute my skills to this role.,Rejected,8/20/2023,FALSE,8/20/2023,8/20/2023,8/20/2023,8/20/2023,,,FALSE
765,477,2/13/2023,915,"With my background, I believe I am a strong fit for this position.",Reviewed,2/13/2023,TRUE,2/13/2023,,,,,,FALSE
766,254,3/19/2025,847,Looking forward to bringing my expertise to your organization.,Reviewed,3/19/2025,FALSE,3/19/2025,,,,,,FALSE
767,494,7/26/2023,710,I am eager to contribute my skills to this role.,Offered,7/26/2023,FALSE,7/26/2023,7/26/2023,7/26/2023,,7/26/2023,7/26/2023,FALSE
768,451,10/25/2024,915,Looking forward to bringing my expertise to your organization.,Selected,10/25/2024,TRUE,10/25/2024,10/25/2024,10/25/2024,,10/25/2024,,TRUE
769,654,10-11-2024,865,I am passionate about this role and ready to make an impact.,Rejected,10-11-2024,FALSE,10-11-2024,10-11-2024,10-11-2024,10-11-2024,,,FALSE
770,154,10-12-2023,311,Looking forward to bringing my expertise to your organization.,Pending,10-12-2023,FALSE,,,,,,,FALSE
771,838,08-08-2023,614,I am eager to contribute my skills to this role.,Offered,08-08-2023,FALSE,08-08-2023,08-08-2023,08-08-2023,,08-08-2023,08-08-2023,FALSE
772,897,10-03-2023,623,I am eager to contribute my skills to this role.,Offered,10-03-2023,TRUE,10-03-2023,10-03-2023,10-03-2023,,10-03-2023,10-03-2023,FALSE
773,394,02-09-2023,550,Looking forward to bringing my expertise to your organization.,Shortlisted,02-09-2023,TRUE,02-09-2023,02-09-2023,,,,,FALSE
774,481,01-04-2025,152,I am eager to contribute my skills to this role.,Pending,01-04-2025,TRUE,,,,,,,FALSE
775,674,02-12-2024,79,Looking forward to bringing my expertise to your organization.,Selected,02-12-2024,TRUE,02-12-2024,02-12-2024,02-12-2024,,02-12-2024,,FALSE
776,99,04-09-2024,877,Looking forward to bringing my expertise to your organization.,Interview Proposed,04-09-2024,TRUE,04-09-2024,04-09-2024,04-09-2024,,,,FALSE
777,580,10/29/2024,301,I am passionate about this role and ready to make an impact.,Shortlisted,10/29/2024,TRUE,10/29/2024,10/29/2024,,,,,FALSE
778,363,2/25/2023,207,"With my background, I believe I am a strong fit for this position.",Interview Proposed,2/25/2023,TRUE,2/25/2023,2/25/2023,2/25/2023,,,,FALSE
779,57,01-10-2024,560,Looking forward to bringing my expertise to your organization.,Selected,01-10-2024,TRUE,01-10-2024,01-10-2024,01-10-2024,,01-10-2024,,FALSE
780,406,01-10-2025,921,"With my background, I believe I am a strong fit for this position.",Interview Proposed,01-10-2025,TRUE,01-10-2025,01-10-2025,01-10-2025,,,,FALSE
781,614,3/20/2023,893,I am eager to contribute my skills to this role.,Selected,3/20/2023,FALSE,3/20/2023,3/20/2023,3/20/2023,,3/20/2023,,FALSE
782,898,4/15/2023,233,"With my background, I believe I am a strong fit for this position.",Selected,4/15/2023,TRUE,4/15/2023,4/15/2023,4/15/2023,,4/15/2023,,FALSE
783,293,04-03-2023,761,"With my background, I believe I am a strong fit for this position.",Offered,04-03-2023,TRUE,04-03-2023,04-03-2023,04-03-2023,,04-03-2023,04-03-2023,FALSE
784,586,1/29/2025,408,"With my background, I believe I am a strong fit for this position.",Reviewed,1/29/2025,TRUE,1/29/2025,,,,,,FALSE
785,904,5/27/2024,319,"With my background, I believe I am a strong fit for this position.",Reviewed,5/27/2024,FALSE,5/27/2024,,,,,,TRUE
786,852,04-12-2025,4,Looking forward to bringing my expertise to your organization.,Reviewed,04-12-2025,TRUE,04-12-2025,,,,,,FALSE
787,283,3/22/2024,16,I am passionate about this role and ready to make an impact.,Selected,3/22/2024,TRUE,3/22/2024,3/22/2024,3/22/2024,,3/22/2024,,FALSE
788,288,08-09-2024,876,I am passionate about this role and ready to make an impact.,Selected,08-09-2024,TRUE,08-09-2024,08-09-2024,08-09-2024,,08-09-2024,,FALSE
789,518,7/25/2024,775,I am eager to contribute my skills to this role.,Pending,7/25/2024,FALSE,,,,,,,FALSE
790,26,10/28/2023,399,I am eager to contribute my skills to this role.,Interview Proposed,10/28/2023,TRUE,10/28/2023,10/28/2023,10/28/2023,,,,FALSE
791,450,12-11-2024,49,Looking forward to bringing my expertise to your organization.,Interview Proposed,12-11-2024,FALSE,12-11-2024,12-11-2024,12-11-2024,,,,TRUE
792,559,7/16/2024,610,Looking forward to bringing my expertise to your organization.,Shortlisted,7/16/2024,TRUE,7/16/2024,7/16/2024,,,,,FALSE
793,491,8/22/2024,267,"With my background, I believe I am a strong fit for this position.",Shortlisted,8/22/2024,TRUE,8/22/2024,8/22/2024,,,,,FALSE
794,693,5/20/2023,847,Looking forward to bringing my expertise to your organization.,Shortlisted,5/20/2023,FALSE,5/20/2023,5/20/2023,,,,,FALSE
795,542,12/24/2024,147,I am eager to contribute my skills to this role.,Offered,12/24/2024,TRUE,12/24/2024,12/24/2024,12/24/2024,,12/24/2024,12/24/2024,FALSE
796,540,3/27/2025,16,"With my background, I believe I am a strong fit for this position.",Reviewed,3/27/2025,TRUE,3/27/2025,,,,,,FALSE
797,684,06-09-2024,531,Looking forward to bringing my expertise to your organization.,Reviewed,06-09-2024,TRUE,06-09-2024,,,,,,FALSE
798,156,03-11-2024,235,"With my background, I believe I am a strong fit for this position.",Rejected,03-11-2024,TRUE,03-11-2024,03-11-2024,03-11-2024,03-11-2024,,,FALSE
799,780,02-10-2024,700,"With my background, I believe I am a strong fit for this position.",Offered,02-10-2024,TRUE,02-10-2024,02-10-2024,02-10-2024,,02-10-2024,02-10-2024,FALSE
800,836,9/27/2024,780,"With my background, I believe I am a strong fit for this position.",Shortlisted,9/27/2024,TRUE,9/27/2024,9/27/2024,,,,,FALSE
801,193,10/22/2024,147,"With my background, I believe I am a strong fit for this position.",Selected,10/22/2024,TRUE,10/22/2024,10/22/2024,10/22/2024,,10/22/2024,,FALSE
802,641,11/26/2023,374,Looking forward to bringing my expertise to your organization.,Rejected,11/26/2023,TRUE,11/26/2023,11/26/2023,11/26/2023,11/26/2023,,,FALSE
803,960,01-08-2024,624,Looking forward to bringing my expertise to your organization.,Offered,01-08-2024,FALSE,01-08-2024,01-08-2024,01-08-2024,,01-08-2024,01-08-2024,TRUE
804,852,1/13/2025,720,I am passionate about this role and ready to make an impact.,Shortlisted,1/13/2025,FALSE,1/13/2025,1/13/2025,,,,,FALSE
805,316,8/13/2023,195,I am passionate about this role and ready to make an impact.,Interview Proposed,8/13/2023,TRUE,8/13/2023,8/13/2023,8/13/2023,,,,FALSE
806,617,4/16/2023,591,Looking forward to bringing my expertise to your organization.,Offered,4/16/2023,TRUE,4/16/2023,4/16/2023,4/16/2023,,4/16/2023,4/16/2023,FALSE
807,131,06-02-2023,175,Looking forward to bringing my expertise to your organization.,Offered,06-02-2023,TRUE,06-02-2023,06-02-2023,06-02-2023,,06-02-2023,06-02-2023,FALSE
808,325,06-03-2024,155,I am eager to contribute my skills to this role.,Reviewed,06-03-2024,TRUE,06-03-2024,,,,,,FALSE
809,994,6/29/2023,458,Looking forward to bringing my expertise to your organization.,Pending,6/29/2023,TRUE,,,,,,,FALSE
810,636,03-04-2023,525,"With my background, I believe I am a strong fit for this position.",Offered,03-04-2023,TRUE,03-04-2023,03-04-2023,03-04-2023,,03-04-2023,03-04-2023,FALSE
811,566,1/23/2024,986,I am passionate about this role and ready to make an impact.,Reviewed,1/23/2024,TRUE,1/23/2024,,,,,,FALSE
812,134,1/30/2024,537,Looking forward to bringing my expertise to your organization.,Pending,1/30/2024,TRUE,,,,,,,FALSE
813,551,05-08-2024,829,"With my background, I believe I am a strong fit for this position.",Interview Proposed,05-08-2024,TRUE,05-08-2024,05-08-2024,05-08-2024,,,,FALSE
814,628,06-07-2024,556,Looking forward to bringing my expertise to your organization.,Interview Proposed,06-07-2024,FALSE,06-07-2024,06-07-2024,06-07-2024,,,,FALSE
815,92,01-03-2025,54,Looking forward to bringing my expertise to your organization.,Pending,01-03-2025,FALSE,,,,,,,TRUE
816,594,12/28/2023,919,I am eager to contribute my skills to this role.,Rejected,12/28/2023,TRUE,12/28/2023,12/28/2023,12/28/2023,12/28/2023,,,FALSE
817,173,04-11-2023,106,Looking forward to bringing my expertise to your organization.,Selected,04-11-2023,TRUE,04-11-2023,04-11-2023,04-11-2023,,04-11-2023,,FALSE
818,181,12/20/2024,3,Looking forward to bringing my expertise to your organization.,Reviewed,12/20/2024,FALSE,12/20/2024,,,,,,FALSE
819,421,1/29/2023,452,Looking forward to bringing my expertise to your organization.,Offered,1/29/2023,TRUE,1/29/2023,1/29/2023,1/29/2023,,1/29/2023,1/29/2023,FALSE
820,441,4/29/2023,97,I am passionate about this role and ready to make an impact.,Interview Proposed,4/29/2023,TRUE,4/29/2023,4/29/2023,4/29/2023,,,,FALSE
821,879,8/22/2023,542,Looking forward to bringing my expertise to your organization.,Rejected,8/22/2023,FALSE,8/22/2023,8/22/2023,8/22/2023,8/22/2023,,,FALSE
822,376,02-12-2025,616,Looking forward to bringing my expertise to your organization.,Reviewed,02-12-2025,FALSE,02-12-2025,,,,,,TRUE
823,64,6/19/2024,689,I am passionate about this role and ready to make an impact.,Offered,6/19/2024,FALSE,6/19/2024,6/19/2024,6/19/2024,,6/19/2024,6/19/2024,FALSE
824,606,03-12-2024,571,"With my background, I believe I am a strong fit for this position.",Offered,03-12-2024,FALSE,03-12-2024,03-12-2024,03-12-2024,,03-12-2024,03-12-2024,FALSE
825,473,08-12-2024,283,I am eager to contribute my skills to this role.,Pending,08-12-2024,TRUE,,,,,,,FALSE
826,657,10-01-2023,937,I am eager to contribute my skills to this role.,Offered,10-01-2023,TRUE,10-01-2023,10-01-2023,10-01-2023,,10-01-2023,10-01-2023,FALSE
827,153,11/20/2024,516,"With my background, I believe I am a strong fit for this position.",Interview Proposed,11/20/2024,TRUE,11/20/2024,11/20/2024,11/20/2024,,,,FALSE
828,930,07-12-2024,489,I am passionate about this role and ready to make an impact.,Offered,07-12-2024,TRUE,07-12-2024,07-12-2024,07-12-2024,,07-12-2024,07-12-2024,FALSE
829,111,5/16/2024,937,I am eager to contribute my skills to this role.,Shortlisted,5/16/2024,TRUE,5/16/2024,5/16/2024,,,,,TRUE
830,846,01-01-2025,927,Looking forward to bringing my expertise to your organization.,Shortlisted,01-01-2025,FALSE,01-01-2025,01-01-2025,,,,,FALSE
831,535,07-02-2024,592,I am passionate about this role and ready to make an impact.,Rejected,07-02-2024,TRUE,07-02-2024,07-02-2024,07-02-2024,07-02-2024,,,FALSE
832,649,3/20/2025,25,I am passionate about this role and ready to make an impact.,Selected,3/20/2025,TRUE,3/20/2025,3/20/2025,3/20/2025,,3/20/2025,,FALSE
833,404,04-07-2023,73,Looking forward to bringing my expertise to your organization.,Selected,04-07-2023,TRUE,04-07-2023,04-07-2023,04-07-2023,,04-07-2023,,FALSE
834,120,10-11-2023,668,Looking forward to bringing my expertise to your organization.,Reviewed,10-11-2023,TRUE,10-11-2023,,,,,,FALSE
835,860,10/13/2023,401,I am passionate about this role and ready to make an impact.,Interview Proposed,10/13/2023,TRUE,10/13/2023,10/13/2023,10/13/2023,,,,FALSE
836,259,02-08-2023,804,Looking forward to bringing my expertise to your organization.,Interview Proposed,02-08-2023,TRUE,02-08-2023,02-08-2023,02-08-2023,,,,FALSE
837,483,01-12-2023,901,"With my background, I believe I am a strong fit for this position.",Reviewed,01-12-2023,TRUE,01-12-2023,,,,,,FALSE
838,720,03-05-2023,114,Looking forward to bringing my expertise to your organization.,Pending,03-05-2023,TRUE,,,,,,,FALSE
839,216,8/14/2023,266,Looking forward to bringing my expertise to your organization.,Selected,8/14/2023,FALSE,8/14/2023,8/14/2023,8/14/2023,,8/14/2023,,FALSE
840,475,12-04-2023,437,"With my background, I believe I am a strong fit for this position.",Reviewed,12-04-2023,TRUE,12-04-2023,,,,,,FALSE
841,583,11-01-2023,564,I am passionate about this role and ready to make an impact.,Pending,11-01-2023,FALSE,,,,,,,FALSE
842,50,1/24/2025,630,Looking forward to bringing my expertise to your organization.,Selected,1/24/2025,TRUE,1/24/2025,1/24/2025,1/24/2025,,1/24/2025,,FALSE
843,653,11-12-2023,633,I am eager to contribute my skills to this role.,Pending,11-12-2023,TRUE,,,,,,,FALSE
844,703,7/23/2023,768,"With my background, I believe I am a strong fit for this position.",Reviewed,7/23/2023,FALSE,7/23/2023,,,,,,FALSE
845,613,3/30/2024,920,I am passionate about this role and ready to make an impact.,Pending,3/30/2024,TRUE,,,,,,,FALSE
846,738,03-03-2024,42,Looking forward to bringing my expertise to your organization.,Selected,03-03-2024,FALSE,03-03-2024,03-03-2024,03-03-2024,,03-03-2024,,FALSE
847,248,12/23/2024,879,"With my background, I believe I am a strong fit for this position.",Selected,12/23/2024,TRUE,12/23/2024,12/23/2024,12/23/2024,,12/23/2024,,FALSE
848,394,10/18/2023,975,"With my background, I believe I am a strong fit for this position.",Shortlisted,10/18/2023,TRUE,10/18/2023,10/18/2023,,,,,FALSE
849,824,1/21/2025,779,"With my background, I believe I am a strong fit for this position.",Shortlisted,1/21/2025,TRUE,1/21/2025,1/21/2025,,,,,FALSE
850,924,10/13/2024,509,I am eager to contribute my skills to this role.,Interview Proposed,10/13/2024,TRUE,10/13/2024,10/13/2024,10/13/2024,,,,FALSE
851,622,2/27/2025,784,Looking forward to bringing my expertise to your organization.,Reviewed,2/27/2025,TRUE,2/27/2025,,,,,,FALSE
852,496,07-10-2024,755,I am passionate about this role and ready to make an impact.,Pending,07-10-2024,TRUE,,,,,,,FALSE
853,303,10/26/2023,342,I am eager to contribute my skills to this role.,Rejected,10/26/2023,FALSE,10/26/2023,10/26/2023,10/26/2023,10/26/2023,,,FALSE
854,365,10/26/2023,235,Looking forward to bringing my expertise to your organization.,Shortlisted,10/26/2023,FALSE,10/26/2023,10/26/2023,,,,,FALSE
855,839,10/17/2024,766,I am eager to contribute my skills to this role.,Shortlisted,10/17/2024,TRUE,10/17/2024,10/17/2024,,,,,FALSE
856,513,5/25/2023,767,"With my background, I believe I am a strong fit for this position.",Rejected,5/25/2023,TRUE,5/25/2023,5/25/2023,5/25/2023,5/25/2023,,,FALSE
857,442,03-03-2023,316,I am passionate about this role and ready to make an impact.,Pending,03-03-2023,TRUE,,,,,,,FALSE
858,763,04-06-2023,812,I am passionate about this role and ready to make an impact.,Reviewed,04-06-2023,TRUE,04-06-2023,,,,,,FALSE
859,530,3/20/2025,979,I am eager to contribute my skills to this role.,Shortlisted,3/20/2025,FALSE,3/20/2025,3/20/2025,,,,,FALSE
860,636,8/29/2024,314,Looking forward to bringing my expertise to your organization.,Reviewed,8/29/2024,FALSE,8/29/2024,,,,,,FALSE
861,727,8/23/2023,708,I am eager to contribute my skills to this role.,Offered,8/23/2023,TRUE,8/23/2023,8/23/2023,8/23/2023,,8/23/2023,8/23/2023,FALSE
862,962,1/29/2025,502,I am passionate about this role and ready to make an impact.,Interview Proposed,1/29/2025,TRUE,1/29/2025,1/29/2025,1/29/2025,,,,FALSE
863,230,5/28/2024,928,"With my background, I believe I am a strong fit for this position.",Rejected,5/28/2024,TRUE,5/28/2024,5/28/2024,5/28/2024,5/28/2024,,,FALSE
864,923,5/20/2024,369,"With my background, I believe I am a strong fit for this position.",Shortlisted,5/20/2024,TRUE,5/20/2024,5/20/2024,,,,,FALSE
865,889,05-12-2024,44,"With my background, I believe I am a strong fit for this position.",Reviewed,05-12-2024,TRUE,05-12-2024,,,,,,FALSE
866,765,11-11-2024,181,"With my background, I believe I am a strong fit for this position.",Selected,11-11-2024,TRUE,11-11-2024,11-11-2024,11-11-2024,,11-11-2024,,FALSE
867,154,11/14/2023,857,Looking forward to bringing my expertise to your organization.,Offered,11/14/2023,TRUE,11/14/2023,11/14/2023,11/14/2023,,11/14/2023,11/14/2023,FALSE
868,754,05-10-2024,69,I am eager to contribute my skills to this role.,Selected,05-10-2024,TRUE,05-10-2024,05-10-2024,05-10-2024,,05-10-2024,,FALSE
869,276,1/26/2023,643,I am passionate about this role and ready to make an impact.,Offered,1/26/2023,FALSE,1/26/2023,1/26/2023,1/26/2023,,1/26/2023,1/26/2023,FALSE
870,120,9/29/2024,954,I am eager to contribute my skills to this role.,Offered,9/29/2024,TRUE,9/29/2024,9/29/2024,9/29/2024,,9/29/2024,9/29/2024,FALSE
871,973,3/28/2024,309,I am passionate about this role and ready to make an impact.,Reviewed,3/28/2024,TRUE,3/28/2024,,,,,,FALSE
872,30,7/15/2023,370,I am passionate about this role and ready to make an impact.,Offered,7/15/2023,TRUE,7/15/2023,7/15/2023,7/15/2023,,7/15/2023,7/15/2023,FALSE
873,35,3/28/2023,465,Looking forward to bringing my expertise to your organization.,Interview Proposed,3/28/2023,FALSE,3/28/2023,3/28/2023,3/28/2023,,,,FALSE
874,865,9/18/2023,89,I am passionate about this role and ready to make an impact.,Pending,9/18/2023,FALSE,,,,,,,FALSE
875,308,05-06-2023,988,I am passionate about this role and ready to make an impact.,Selected,05-06-2023,FALSE,05-06-2023,05-06-2023,05-06-2023,,05-06-2023,,FALSE
876,464,4/15/2025,188,I am eager to contribute my skills to this role.,Interview Proposed,4/15/2025,TRUE,4/15/2025,4/15/2025,4/15/2025,,,,TRUE
877,906,03-12-2025,409,I am passionate about this role and ready to make an impact.,Interview Proposed,03-12-2025,TRUE,03-12-2025,03-12-2025,03-12-2025,,,,FALSE
878,126,11-12-2023,892,Looking forward to bringing my expertise to your organization.,Pending,11-12-2023,TRUE,,,,,,,FALSE
879,559,4/18/2024,248,I am passionate about this role and ready to make an impact.,Pending,4/18/2024,TRUE,,,,,,,FALSE
880,19,03-01-2024,551,"With my background, I believe I am a strong fit for this position.",Interview Proposed,03-01-2024,TRUE,03-01-2024,03-01-2024,03-01-2024,,,,FALSE
881,897,10/27/2023,7,I am passionate about this role and ready to make an impact.,Interview Proposed,10/27/2023,TRUE,10/27/2023,10/27/2023,10/27/2023,,,,FALSE
882,303,2/28/2023,469,Looking forward to bringing my expertise to your organization.,Rejected,2/28/2023,FALSE,2/28/2023,2/28/2023,2/28/2023,2/28/2023,,,FALSE
883,262,12-01-2023,498,Looking forward to bringing my expertise to your organization.,Reviewed,12-01-2023,TRUE,12-01-2023,,,,,,FALSE
884,150,1/17/2023,71,"With my background, I believe I am a strong fit for this position.",Interview Proposed,1/17/2023,FALSE,1/17/2023,1/17/2023,1/17/2023,,,,FALSE
885,104,11/18/2024,555,I am eager to contribute my skills to this role.,Pending,11/18/2024,TRUE,,,,,,,FALSE
886,737,12/24/2024,248,I am eager to contribute my skills to this role.,Reviewed,12/24/2024,TRUE,12/24/2024,,,,,,FALSE
887,908,4/14/2024,41,I am passionate about this role and ready to make an impact.,Pending,4/14/2024,TRUE,,,,,,,FALSE
888,328,8/21/2024,283,Looking forward to bringing my expertise to your organization.,Pending,8/21/2024,TRUE,,,,,,,FALSE
889,491,07-06-2024,587,I am passionate about this role and ready to make an impact.,Shortlisted,07-06-2024,TRUE,07-06-2024,07-06-2024,,,,,FALSE
890,614,12/17/2023,952,"With my background, I believe I am a strong fit for this position.",Offered,12/17/2023,FALSE,12/17/2023,12/17/2023,12/17/2023,,12/17/2023,12/17/2023,FALSE
891,705,02-05-2024,724,I am eager to contribute my skills to this role.,Reviewed,02-05-2024,TRUE,02-05-2024,,,,,,FALSE
892,425,12-04-2023,174,Looking forward to bringing my expertise to your organization.,Interview Proposed,12-04-2023,TRUE,12-04-2023,12-04-2023,12-04-2023,,,,FALSE
893,398,2/22/2023,592,"With my background, I believe I am a strong fit for this position.",Reviewed,2/22/2023,FALSE,2/22/2023,,,,,,FALSE
894,176,05-04-2024,314,I am eager to contribute my skills to this role.,Offered,05-04-2024,TRUE,05-04-2024,05-04-2024,05-04-2024,,05-04-2024,05-04-2024,FALSE
895,256,11/25/2024,256,Looking forward to bringing my expertise to your organization.,Interview Proposed,11/25/2024,FALSE,11/25/2024,11/25/2024,11/25/2024,,,,FALSE
896,183,12-11-2023,936,Looking forward to bringing my expertise to your organization.,Selected,12-11-2023,TRUE,12-11-2023,12-11-2023,12-11-2023,,12-11-2023,,FALSE
